year,suburb,median_price,rent_house,rent_all,rent_used,gross_yield,net_yield_25,net_yield_30
2015,PAKENHAM,367000.0,305.375,320.0,305.375,4.326839237057221,3.2451294277929157,3.0287874659400544
2015,PORT MELBOURNE,1252500.0,660.125,545.0,660.125,2.7406387225548903,2.055479041916168,1.918447105788423
2015,PORTLAND,220000.0,220.375,230.0,220.375,5.2088636363636365,3.9066477272727274,3.6462045454545455
2015,PRESTON,791000.0,404.125,370.0,404.125,2.656700379266751,1.9925252844500634,1.8596902654867256
2015,RESERVOIR,615000.0,335.0,330.0,335.0,2.832520325203252,2.124390243902439,1.9827642276422763
2015,RINGWOOD,777500.0,359.5,360.0,359.5,2.4043729903536977,1.8032797427652731,1.6830610932475885
2015,ROWVILLE,710000.0,389.0,405.0,389.0,2.849014084507042,2.1367605633802818,1.9943098591549295
2015,SEYMOUR,225000.0,235.625,246.5,235.625,5.445555555555556,4.0841666666666665,3.811888888888889
2015,SHEPPARTON,250000.0,253.125,260.0,253.125,5.265000000000001,3.94875,3.6854999999999998
2015,SOUTH MELBOURNE,1310000.0,679.375,497.0,679.375,2.69675572519084,2.0225667938931298,1.8877290076335878
2015,SOUTH YARRA,1700000.0,706.0,422.5,706.0,2.159529411764706,1.6196470588235294,1.511670588235294
2015,SPRINGVALE,629500.0,335.125,343.0,335.125,2.768308181096108,2.076231135822081,1.9378157267672755
2015,ST KILDA,1164000.0,619.375,380.0,619.375,2.76696735395189,2.0752255154639174,1.9368771477663231
2015,SUNBURY,370000.0,312.5,330.0,312.5,4.391891891891892,3.2939189189189184,3.0743243243243246
2015,SUNSHINE,530500.0,305.0,310.0,305.0,2.989632422243167,2.242224316682375,2.092742695570217
2015,SWAN HILL,248000.0,239.375,229.0,239.375,5.019153225806452,3.7643649193548385,3.513407258064516
2015,SYDENHAM,440000.0,340.0,360.0,340.0,4.018181818181818,3.0136363636363637,2.8127272727272725
2015,THORNBURY,918000.0,497.625,350.0,497.625,2.8187908496732024,2.114093137254902,1.9731535947712417
2015,TOORAK,4000000.0,754.25,450.0,754.25,0.980525,0.7353937500000001,0.6863675
2015,TORQUAY,620000.0,376.875,422.5,376.875,3.1608870967741933,2.370665322580645,2.2126209677419353
2015,TRARALGON,273000.0,266.0,270.0,266.0,5.066666666666666,3.8,3.546666666666667
2015,WARRAGUL,342000.0,266.375,280.0,266.375,4.05014619883041,3.037609649122807,2.835102339181286
2015,WARRNAMBOOL,330000.0,286.25,285.0,286.25,4.510606060606061,3.3829545454545453,3.1574242424242422
2015,WEST FOOTSCRAY,697000.0,354.5,335.0,354.5,2.644763271162123,1.9835724533715924,1.8513342898134864
